city,date,temp_max,temp_min,humidity_max,humidity_min,wind_speed,precipitation,pm25,pm10,no2,so2,o3,co,AQI
Colombo,2025-06-01,29.9,25.2,95.0,73.0,19.8,5.2,2.550386666666667,7.53020888888889,0.4735955555555556,0.32021777777777777,19.231844444444448,54.82519555555556,2.550386666666667
Colombo,2025-06-02,29.8,24.8,93.0,74.0,17.3,5.4,2.3930533333333335,7.800208888888891,0.5264844444444445,0.3855511111111112,19.383622222222222,54.818195555555555,2.3930533333333335
Colombo,2025-06-03,30.3,24.4,98.0,72.0,16.3,6.6,2.003888888888889,7.169888888888891,0.518,0.40655555555555556,20.27744444444444,53.946000000000005,2.003888888888889
Colombo,2025-06-04,29.7,24.5,98.0,77.0,17.3,3.6,1.7387777777777782,6.6065555555555555,0.5086666666666667,0.40955555555555556,21.873444444444445,52.97522222222223,1.7387777777777782
Colombo,2025-06-05,29.8,25.9,94.0,75.0,20.0,5.6,1.4109688888888892,5.157520000000001,0.4385600000000001,0.3551644444444444,25.595204444444448,52.01284444444445,1.4109688888888892
Colombo,2025-06-06,30.0,26.2,94.0,71.0,16.2,2.1,1.6103022222222223,6.08140888888889,0.459448888888889,0.38816444444444453,32.05553777777778,52.812511111111114,1.6103022222222223
Colombo,2025-06-07,29.7,26.4,86.0,70.0,18.0,1.3,1.584191111111111,6.695297777777779,0.42156000000000016,0.37572,36.540871111111116,54.11017777777778,1.584191111111111
Colombo,2025-06-08,29.8,26.9,84.0,69.0,17.2,1.7,1.7094444444444445,7.930666666666667,0.43600000000000005,0.40955555555555556,40.135777777777776,56.73577777777778,1.7094444444444445
Colombo,2025-06-09,29.9,24.8,96.0,65.0,21.9,5.3,1.5815555555555558,7.5683333333333325,0.4498888888888889,0.36744444444444446,37.60666666666666,56.41133333333334,1.5815555555555558
Colombo,2025-06-10,28.0,25.0,95.0,81.0,23.3,34.5,1.9280666666666666,7.729697777777777,0.49812000000000006,0.3470622222222223,32.648964444444445,54.32708,1.9280666666666666
Colombo,2025-06-11,27.4,24.8,93.0,80.0,22.0,30.2,2.2028444444444446,7.312031111111111,0.47445333333333334,0.29350666666666664,25.65440888888889,51.33374666666668,2.2028444444444446
Colombo,2025-06-12,28.5,25.5,90.0,73.0,20.0,9.8,2.470955555555556,7.6022533333333335,0.41178666666666675,0.27928444444444445,23.79663111111111,51.07196888888889,2.470955555555556
Colombo,2025-06-13,28.8,25.2,93.0,76.0,22.2,27.8,2.3815555555555563,7.102,0.3562222222222223,0.27422222222222226,23.802222222222223,51.809888888888885,2.3815555555555563
Colombo,2025-06-14,27.5,24.7,93.0,81.0,22.0,33.8,2.000555555555556,6.1143333333333345,0.3374444444444445,0.2634444444444444,26.32377777777778,52.17744444444444,2.000555555555556
Colombo,2025-06-15,27.7,24.8,93.0,80.0,20.1,14.2,1.5858444444444446,4.488822222222223,0.32677777777777783,0.24678666666666668,26.00333777777778,51.160995555555566,1.5858444444444446
Colombo,2025-06-16,28.9,24.8,94.0,74.0,17.7,25.4,1.2694000000000003,3.8010444444444453,0.32022222222222224,0.2417866666666667,30.35911555555556,50.539551111111116,1.2694000000000003
Colombo,2025-06-17,29.1,25.1,94.0,74.0,13.8,5.3,1.3218444444444444,4.965155555555557,0.3544444444444445,0.2953422222222223,36.29411555555556,49.799662222222224,1.3218444444444444
Colombo,2025-06-18,29.5,25.7,92.0,75.0,14.1,1.1,1.2441111111111114,5.322333333333334,0.3961111111111111,0.33277777777777784,39.62833333333333,49.72011111111112,1.2441111111111114
Colombo,2025-06-19,29.3,25.8,92.0,77.0,16.0,3.2,1.2888888888888892,5.634333333333334,0.4213333333333334,0.36077777777777775,36.477333333333334,49.9448888888889,1.2888888888888892
Colombo,2025-06-20,28.6,24.9,94.0,75.0,15.7,8.0,1.1628000000000003,4.62216,0.4207688888888889,0.3416666666666667,31.41626666666667,50.657862222222235,1.1628000000000003
Colombo,2025-06-21,29.2,24.7,96.0,73.0,17.8,4.6,1.1976888888888892,4.90304888888889,0.3939911111111112,0.32711111111111113,28.293822222222225,50.8375288888889,1.1976888888888892
Colombo,2025-06-22,29.4,24.9,95.0,72.0,20.0,5.2,1.2260222222222226,5.718160000000001,0.36454666666666663,0.3173333333333334,27.461155555555553,51.055417777777784,1.2260222222222226
Colombo,2025-06-23,28.7,25.3,95.0,80.0,17.1,3.5,1.3061111111111117,6.006111111111113,0.4073333333333333,0.3306666666666667,24.726333333333333,51.287333333333336,1.3061111111111117
